Tweet,Keyword,pcl
Shukria ,shukria,0
"pata nahi bhai mai app jaisi gandi zuban walay ko bar bar kyon reply kar raha hon 

shukria , sorry mai itna nafrat nahi karta kisi se b 

mere India mai har mazhab k log dost hain
aur shukr hai wo app jaisay gandi zuban k nahi 

Allah hadayat de tumhee , shukria",shukria,0
Amir muqam sb khidar hai wo sasta atta kpk me jis per ap ne imported wazeer azam ka shukria ada kia.,shukria,0
"Yehi zaher hyna jo naizi batata hy.?

Alu palak ab tera matlab hy k in ko zaher imran khan ny dia hy.?

Sach bolny ka shukria alu palak.

Lo g sb sun lo alu palak ny qabol kr liya hy k in ko zaher dy kr naizi ny mara hy. ",shukria,0
/ / ,shukria,0
Shukria ,shukria,0
shukria,shukria,0
Shukria btany ka,shukria,0
Shukria,shukria,0
Mu,shukria,0
Wah shukria parizad ,shukria,0
Shukria,shukria,0
Sr,shukria,0
Flg,shukria,0
44,shukria,0
Tp,shukria,0
Ss,shukria,0
Hb,shukria,0
Konjo,shukria,0
Like,shukria,0
Ee,shukria,0
0x7D81cDb71739040dadA24664a3B97e5f3CaE1c35,shukria,0
Shukria,shukria,0
shukria.,shukria,0
shukria.,shukria,0
Mqm ka shukria adaa krain,shukria,0
Ufone 4G ki services ko sarahnay ka shukria. Mazeed Ufone ki janib se bohat se budget friendly data packages faraham kiye ja rahe hain. Please aap apni usage requirement confirm karien ta'aky hum apko suitable package confirm kar sakain. (1/2),shukria,0
Ee,shukria,0
Ee ,shukria,0
Ee ,shukria,0
Shukria janab ,shukria,0
Moin ali apka shukria dil se,shukria,0
shukria,shukria,0
Shukria..,shukria,0
Shukria bahai Koi position tu wazhe ki AP ny,shukria,0
"Kashif Bhai saadgi pe unki hum marr na jayein. Army chief ka shukria adaa kijiyey jaisay hum veterans ker rahay hein.
These goofs don't know pretty soon they'll be veterans too
Don't know about others but I have decided to fight till end
Long live Pakistan",shukria,0
Shukria,shukria,0
Shukria,shukria,0
"Buhut buhut shukria saman 

Allah khush Rakhe tumhe Hamesha Ameen ",shukria,0
Shukria ,shukria,0
Super duper shot simply keep it up bro ,shukria,0
Ap ka kya kaam hy jo ap poochain gey ap zardari aur shehbaz speed se poochain kya kr rahain hyn woh hamare sth shukria,shukria,0
. .,shukria,0
.,shukria,0
. !,shukria,0
Shukria ,shukria,0
Shukria sister ,shukria,0
Shukria ,shukria,0
srt 2 ya 3 ghnte ki load shedding hai jo k na hone k baraber hai . shukria,shukria,0
. . .,shukria,0
Ap ke mashwary ka shukria,shukria,0
. .,shukria,0
Shukria api jan ,shukria,0
Shukria Jnb ,shukria,0
Mulk ko deewalia krne ka shukria gen bajwa and company,shukria,0
Shukria ,shukria,0
Shukria.....,shukria,0
Shukria,shukria,0
"Today's load shedding in E-11
9:30 am to 10:30 am
11:30 am to continue......

lakh di lanat kis ko deni hy??? aur shukria kis ka ada kerna hy???
 
",shukria,0
Shukria,shukria,0
.,shukria,0
JazakAllah khair. Shukria,shukria,0
Bht shukria. Stay blessed,shukria,0
. . . . !,shukria,0
"Hi Muaaz. Apko darpesh issue ko hum forward kerna chahte hain takeh technical team isko hal ker sakay. Kindly apna number aur mukammal address humein DM kijiye.

Hum har mumkin behtari kerain gay! 
Shukria~ Ahmed",shukria,0
"Hi Afaq, pareshani k liye mazrat. Humein apna number aur mukamal location DM kijiye takay aap k area mein maujood serving site ka muaina kiya jaa sake.
Shukria ~ Ahmed",shukria,0
G shukria ,shukria,0
"Hi Imran, 
Hum app ko behtreen services provide karna chahte hain. Kindly app bazariya DM apni location aur number share kijiye.
Shukria ~ Ahmed",shukria,0
"Hi Atta, 
Hum app ko behtreen services provide karna chahte hain. Kindly app bazariya DM apni location aur number share kijiye.
Shukria ~ Ahmed",shukria,0
"Hi Maria, 
Hum aap ki madad kay liay majood hain. Kindly aap humsay apna number bazariya Dms, share kijie takay aap kay number ki details check ki ja sakay. 
Shukria ~ Ahmed",shukria,0
"Hi Daoud, 
Hum app ko behtreen services provide karna chahte hain. Kindly app bazariya DM apni location aur number share kijiye.
Shukria ~ Ahmed",shukria,0
"Hi Muneeb, 
Hum aap ki madad kay liay majood hain. Aap say bazariya Dms, raabta kia gaya hay. Please check! 
Shukria ~ Saim",shukria,0
"1 shukria but aisa hy nhi 
2 Han g a gai raas...gg spaces hi spaces ap bri nzr rkhty/rkhti ho mjh py...kher hy???
3 AstagfiruLLAH

 ",shukria,0
"Hi Shakeel, 
Hum app ko behtreen services provide karna chahte hain. Kindly app bazariya DM apni location aur number share kijiye.
Shukria ~ Ahmed",shukria,0
"Hi Hameed, Kindly bazariya DMs apna number aur complete location share kijye takay humari technical team apkay ilaqay me services ka jaiza lay sakay. 
Shukria ~ Ahmed",shukria,0
"Hi Waqas, 
Hum aap ki madad kay liay majood hain. Aap say bazariya Dms, raabta kia gaya hay. Please check! 
Shukria ~ Ahmed",shukria,0
Shukria sir ,shukria,0
Shukria jnb,shukria,0
Shukria janab bht bari baat h ap ny condemn kiya ...kiu k is k ilaawa apko kuch or krna aata hi nae,shukria,0
Hi Neha. Aapko darpesh masle ko khatam karne ke liye humain aap ka number aur location darkar hai. Please ye details DM kar dijiye takay behtari ke liye details technical team ko bheji ja sakein. Shukria! - Ahmed,shukria,0
"Hi Owais, Kindly bazariya DMs apna number aur complete location share kijye takay humari technical team apkay ilaqay me services ka jaiza lay sakay. 
Shukria ~ Ahmed",shukria,0
"Hi Muneeb, 
Hum aap ki madad kay liay majood hain. Aap say bazariya Dms, raabta kia gaya hay. Please check! 
Shukria ~ Ahmed",shukria,0
Ohh bhai knsay lhr ki bat ho ri yahn khayaban e quaid i guess lhr sy bahr ha tab he hmari zyda ha shukria info ka,shukria,0
"Shukria 
Shukria 
Shukria 

Khuda ka wasta ab chor do is mulk ko. Ap logon ny mulk sy bahr chaly jana hai ghreeb awam ka ehsas kro. ",shukria,0
"Hi Abeedullah, 
Hum aap ki madad kay liay majood hain. Aap say bazariya Dms, raabta kia gaya hay. Please check! 
Shukria ~ Ahmed",shukria,0
Shukria,shukria,0
. .,shukria,0
. .,shukria,0
. .,shukria,0
Apky qeemti feedback ka shukria. TumKheriyatSayRaho,shukria,0
Shukria ,shukria,0
"Ye ghatia admi jis petrol pump p jaye isko 1000 per litre hi dia jaye shakal sab yad kerlen..... Shukria... 
 ",shukria,0
Shukria ,shukria,0
Shukria ,shukria,0
"Shukria Api
Aap be",shukria,0
Shukria,shukria,0
Shukria ,shukria,0
Shukria ,shukria,0
Shukria ada karke ap ek black vigo jeet sakty hen ,shukria,0
Shukria Prasad,shukria,0
Shukria aik hi banday Ka banta hay ,shukria,0
haha shukria,shukria,0
"Shukria
Adab Araz Hy",shukria,0
Ary wahhh shukria tareef ka,shukria,0
shukria butt sb ap nay mujhay Dr sab say bachaya!!,shukria,0
Shukria ,shukria,0
. . . .,shukria,0
Shukria apka bht,shukria,0
Pichly 4 Sal hum bhol hi gye thy load shading b koi chez ha shukria lanti khandan dobara humy andheron mn dhakelny k liy. Yehi andhery tm hram khany walon ki qaber mn hon gy. Maryam tm Asa krna tumary bap ny jo pesa louta ha us sy tm sab apni qabron mn AK ak ac light lgwa lena,shukria,0
. . . .,shukria,0
Shukria,shukria,0
Shukria sir Always ,shukria,0
"Bs qoam se kahiye k jb gareeb k bacho ko bhook lge tau un becharo ko ISPR k milli naghme,drama aur movies dekha k behlaye
rooh kanp jaati hai k gareeb k din kaise guzr rhe ho ge is mehngae ma
Qoam ko financially syria bnane ka shukria but journals zindabad ",shukria,0
. . 8 . . . !,shukria,0
Shukria bhai jaan,shukria,0
"wa alaikum assalam ,bohot shukria jnab.",shukria,0
Shukria,shukria,0
"plz, kuch soboot share frmaen. shukria",shukria,0
. . .,shukria,0
"Aryyy 

Shukria ",shukria,0
Shukria ,shukria,0
! . 20 35 . . .,shukria,0
Shukria,shukria,0
"Zafar Sahib shukria
Tit for tait",shukria,0
Shukria,shukria,0
"Shukria shabaz sharif sahb loud shoding khatim krdi thnx raaat 10 bjy ki gyi abi tak ni I 
",shukria,0
Shukria Princess Follow Karna Ka,shukria,0
Shukria :),shukria,0
Shukria Rohail ,shukria,0
Shukria jamahooriat ka jis nay mulk ka diwaliya nikaal dia hai,shukria,0
Shukria,shukria,0
Shukria ,shukria,0
"
 
es ka kia matlb hy?
mtlb 2020 k sarvey me mera naam tha? aur 2021 me nae hy?
thora explain kr dein. meri smjh me to kuch nae aa rha
shukria ",shukria,0
Abi yeh sab choor aik dhusrey ka khoon karain ghey soon they will exposed each other . Shukria Imran khan tum her us corrupt ko exposed kea jis ka hum kabi sooch be nahi sakteh thay . Pakistan Dakoo movement ka be shukria jhu Imran key hathoo expose howey . Adliya or dosat expose,shukria,0
"Shukria friend
But kal b laazmi kerna yaar wish plzzzz ",shukria,0
"Bajwa sab ap ka shukria ap nay qoum par ghatiya ameriki dalal musalat kia. 

",shukria,0
"shukria neutral,ka jis na sazish kamyab krwai aur is govt ko laya jis ko governence ka kuch pata nai... gareeb bandy ka lia 2 waqt ki roti pori krna mushkil hua hua hai bills alag sa aur yeh shukria bajwa begarat ka bnata hai lahnton ka sath",shukria,0
Shukria Lala,shukria,0
ayyy shukria ,shukria,0
. ,shukria,0
Shukria,shukria,0
Bht bht shukria bhai,shukria,0
Assalamoalikum noir alam khan....sir bijli ki price pr baat krny ka shukria...sir price phly hi bohat zyada hy aap awam ki tarjamani krain or purani price hi rahny dain awam ki mushkilat main azafa naa krain ...shukria,shukria,0
Shukria,shukria,0
"Bibi ap koi acha sa wqt dekh k koi achi si location pr ja kr koi achi si nhr dekh kr Jo India ko jati ho us men doob mren ! Shukria
Ap koob bure treeke se maren 
Ameen 
Shukria ...",shukria,0
Shukria lambi umer ki b kr skti thi wesy,shukria,0
Shukria!,shukria,0
Shukria ,shukria,0
bohot hifazat kurli apne choro ki ab bus kurde shukria,shukria,0
Shukria,shukria,0
"Aaameeeen, Shukria ",shukria,0
Wanya tuxwa ,shukria,0
Shukria boss..,shukria,0
"Chaudhry Sahib, agar ye baat tehqeeq par mabni sachi baat hai aur Pak army ne isey confirm kya hai to ap ka shukria baqi kam hamari fauj ka hai aur agar ye beghair confirm kye ap ne Imran Khan (mere leader) pe ilzam layaga hai to Allah ki lanat tum jaisey shar phelaney walon per.",shukria,0
Road map tashkil dia h abi aur apni jaib se nahi qomi khzany se tum gandu esy shukria keh ri ho jesy tmhari ma se nikah orhwa kia h us n,shukria,0
"Bohat Shukria, aur sudhar jao tum ",shukria,0
Acha celebrity bht shukria khud b tmhry bss 300 hi hain,shukria,0
Bahut Shukria ,shukria,0
Fr Sir g Thnkw..... Apka wqt nikalny ka shukria ,shukria,0
Bs yhi chaye tha shukria,shukria,0
Aap ka shukria. ,shukria,0
Shukria,shukria,0
Gharida ki prb hal krne ka shukria,shukria,0
Shukria,shukria,0
/) /) /) /) ) 70 ,shukria,0
Shukria,shukria,0
!! ..,shukria,0
Bht shukria,shukria,0
Babar goat evil eyes off ,shukria,0
Shukria Waseem bhai last ball Dikhane ke liye,shukria,0
Shukria,shukria,0
Shukria,shukria,0
"1: no at all 
2: ameen shukria 
3: i love u
4: tm bta du ",shukria,0
Shukria sir,shukria,0
Shukria CrimeMinisterShahbazSharif ka nai neutrals ka,shukria,0
shukria shukria,shukria,0
Han wo ata jo milta e ni.agr mily b to insan kya hiwan b ni khha skty.shukria pm sb,shukria,0
Shukria aap ne follow de dia,shukria,0
"Yeh her us industry Ka bera gharak keray gay jis say Imran khan nay lagaya or backbone ban rha tha
 shukria Ada kerna humara Janab.",shukria,0
Shukria joseph janiPAKvWI,shukria,0
Bohat Bohat Shukria! Mujhy laga yaad nai hoga kisi ko bhi. ,shukria,0
"Apko DM kay zariye dobara jawab dia gaya, please check kijiye. Shukria.",shukria,0
Shukria bro btne ke lie,shukria,0
Shukria&lt;3,shukria,0
Shukria.,shukria,0
"Jab demag pr gheheraa sadma laga ho tou aesi batain karte hain log.. Ignore karainn.... NH NH!!
Hyderabad k pagl khane se ruju karain..shukria ",shukria,0
"Shabashii k liye shukria..
Amma ne jhoot bolna sikhaya e ni ",shukria,0
Shukria,shukria,0
Shukria Bhai,shukria,0
"Shukria Nawaz sharif and lutera party....ye aaj msg aaya h naani amma jaan ...karachi ki bijli chori kr k apnay halqon m derhy ho choron
Dear Customer,Due to increased power demand and rising temperatures your area may experience load shed as follows: 1130 to 1300, 1600 to 1730.",shukria,0
"Shalimar town lhr 
2.5 h daily
Is se pehlay 56 ghantay jati Thu mgr announcement ke bd boht bhtr ho Gai h
Shukria
 ",shukria,0
Theek he g bhot shukria,shukria,0
Lo g ak or youtiya ki laal ho gai ha TLP ka nam sunty sab bhn bhai is kuty ko lant da kr apna farz nibhay . shukria,shukria,0
Shukria shukria.. Very nice picture,shukria,0
Shukria,shukria,0
shukria sir ,shukria,0
"Hum se rabta karne ka shukria. Apko DM kay zariye jawab dia gaya hai, please check kijiye.",shukria,0
"Buhut shukria zebu 

Khush Raho ",shukria,0
Masha ALLAH... bhot bhot shukria aap ka b aap ne realize kia,shukria,0
Shukria shukria ,shukria,0
Shukria khoty ka ada krna hai.. ye bola tah,shukria,0
Shukria,shukria,0
Shukria is tohfe k liat ,shukria,0
Shukria. Khush Raho Bhai,shukria,0
"Hi, Pareshani k liye maazrat chahtay hain. Agar aap promotional messages ko band kerana chahte hain tou kindly apna number DMs main share ker dijiye. Shukria!",shukria,0
Shukria,shukria,0
Ji shukria ,shukria,0
Shukria,shukria,0
Hi. Raabtey ka shukria. Hum usage k hisaab se hee balance ki katoti kartay hain. Aapki tasali k liye aapke number ki tafsilaat check kerna chahtay hain. Kindly apna number humein DM kijiye.,shukria,0
Shukria ,shukria,0
"Dekho yaar aagy boht garmi hai, lehaza "" Future k kia plans hain, Study kesi jaa rahi hai, Degree k baad kia kro gy "" esy swaal poochney sey guraiz kren, Shukria.

(Public Service Message)",shukria,0
Sari Partion ka gand pti ma ikhta kr shukria Khan kha kro .....,shukria,0
g shukria,shukria,0
"Muhtarma Maryam Nawaz Sahiba 

Hamare area ma phala sa bh ziada load shedding hogyee h phala 8 ghanta jarhe the ab 18 ghanta hogyee h hum software engineer hen laptop charge hone sa phala li8 chale jate h ab hum ""mulk k mustakbil"" kase kaam kre?
Thora reham kre 

Shukria",shukria,0
Dera shukria ,shukria,0
Apna concern share karne ka shukria. Please apna Ufone number aur mukammal address DM mai share kijiye takay es issue ko further investigate aur resolve kia ja sakay.,shukria,0
Ji shukria ,shukria,0
Alhamdulillah sajaya tha aor sajayenge wazih farq aaya hai load shedding me Inshallah aor bhi behtar ho k rahega ab hamara pyara pakistan save hatho me hain.shukria ,shukria,0
Bohat shukria ap sab ka,shukria,0
. ,shukria,0
Shukria,shukria,0
shukria,shukria,0
Shukria ,shukria,0
Shukria ,shukria,0
Shukria shukria apke bagaie mumkin nai tha,shukria,0
"Han nawww Wese dekh Ra hun Kaafi Ameen Hogye Sb ka Shukria Ada kr deta hun 
Acha sorry just kidding ",shukria,0
SHUKRIA SHUKRIA JANAB THANKS ,shukria,0
Shukria Ayesha shukria ,shukria,0
Bhut bhut shukria apka batanae k lye,shukria,0
Hmry han esa apahj shukria ni rakhty hty,shukria,0
"Moaziz Sarif, 15 June se Jazz Load k liay kam se kam raqam Rs. 80 ho jaye gi. Aap ke taawun ka shukria
A msg of Jazz abi aya",shukria,0
Pakpattan k sir spelling correct kar den shukria,shukria,0
Ji shukria ,shukria,0
Bilkul agree sir... Yai Gulam log aik azad parinday keii parwaz ko kisay bardast karain gay..,parinday,0
"It's a sad day when you find out the guy you have a crush on lately, turns out to be gay 
well I'm still happy for you, live your truth bro",parinday,0
that's true ,parinday,0
"They've already played siblings in ST. They both are incredible actors, what if they play lovers for a change this time? ",parinday,0
Nadaan parinday ghar ajaa//,parinday,0
"parinday:
Total 4 darakht hain pooray karachi main. Un pe beth ke chill kar rahey hou to neeche koi insan aa ke khara hojata hai tou hum parinday bit kar ke kapray kharab kar detay hen ",parinday,0
"Finding love in dostis, families, phool, baagh, parinday, kuttay bilian, tooti phooti gaari, niece nephews, colleagues",parinday,0
"*Touchwood* 
Aj saray Pakistani players field pe parinday banay hue hain 

PAKvWI",parinday,0
Janwar aur parinday bhi nuetral nahi rahte jab baat unn ke ghar tak aa jati hai.....,parinday,0
Shush,parinday,0
Hello parinday,parinday,0
"Parinday hon ya Apke baal, khulay hi ache lagte hain &lt;3",parinday,0
Flowers &gt;&gt;,parinday,0
"NupurSharma 
The real Shreni Lady speak fearless
WeStandWithNupurSharma 
WeSupportNupurSharma",parinday,0
Sir ek ek chez ka proof hai mere pass..... department may say koi baat karnay ko raazi nahi hai....,parinday,0
Sir ye puri corruption may dub chuki hai....aapki service.....AR Department jo aapnay iss service ka karta darta rakha hai wo khud crouption badha rahi hai.....,parinday,0
Cafe back k parinday be like,parinday,0
Is parinday ko jungle main release kia jai. Koi parinda qaid main nahi hona chaye,parinday,0
"Iman aur haya do aise parinday hain
Agar inme sai ek ud jay to dusra khud
 Hi ud jata hai ...!
",parinday,0
apne ghar k bhr pani ka bowl rakho yar garmi ki waja se pyaasy parinday pani peenay ajaty hain,parinday,0
"BycottQatarAirways
MKMKB 
MKMKLL",parinday,0
"Ok this pathan said imran khan k dour main insaan hi nai balky janwar ,parinday aur janglaat bhi khush thy in that pakhtun accent",parinday,0
"Did you know the part ""kaaga re kaaga re mori itni araj tujhse chun chun khaiyo maans..."" in Nadaan Parinday translates as ""O crow, I have so much of request to you, eat (my body's) flesh, but do not eat my eyes, don't eat my eyes as I have a wish to see my lover...""?",parinday,0
Khaabon Ke Parinday ,parinday,0
who will play khwabon k parinday in the bg when i finally love being alive?,parinday,0
"Finding love in dostis, families, phool, baagh, parinday, kuttay bilian, tooti phooti gaari, niece nephews, colleagues",parinday,0
Thanks for clarifying i already googled it tho,parinday,0
Dont ewwww me you wrote it that way,parinday,0
Kya na daal?,parinday,0
Lym,parinday,0
Aww! Shawn and Camila are still friends after all ,parinday,0
Khaabon ke Parinday [Lofi]-[lyrics]- Peaceslayer Music | TextaudioLyrics ,parinday,0
"pinjra yk birds. parinday

fatima",parinday,0
One for for being the beautiful soul she is. Ily ,parinday,0
This is an appreciation tweet for for being such a cutie . Thankyou for whatever you've done for me. ,parinday,0
Congratulations! RolandGarros ,parinday,0
"Ude khule asaman mekhabon ke parindey,
Ude dil ke jahan me khabon ke parinday,
Oho kya pata jayenge kahan
Khule hain jo pal kahe yeh nazar,
Lagta hai ab hai jage hum
Fiqrein jo thi piche reh gayi
Nikle unse age hum,
Hawa mein beh rahi hai jindagi
Yeh hum se keh rahi hai jindagi ",parinday,0
Oh nadan parinday ghar aaja ..ghar aaja,parinday,0
O nadan parinday maa chuda,parinday,0
Shah rukh khan se zaida parinday nazar aye hain teaser mein,parinday,0
No it is not,parinday,0
"Khaabon ke parinday

VARUN JOINS DCA",parinday,0
"1/2 Although she is not a big fan of me. This gave me goosebumps.
Beshak Har Zee rohh (Janwar aur Parinday) uski Ibadat krty haen (Al Quran) ",parinday,0
"Khan sahab 
Jo parinday pinjaron mein band hon aur unhain achak Azad ker Dia Hai to woh use deewar pe bait ke pinjre ki taraf dekhtay rehtay hain
Aap ne kaha Adalaia Azad Hai adaray Azad hain
sahafi Azad hain
Jab pinjre ka darwaza khulay ga choori ke liye ye wapis pinjre mein",parinday,0
"itni. Gambhir. Soch mea 
International. Khiladi
No No No...
Lagta. Hai. Akki. Sir 
Udaty. Hoye. Parinday. Bhi. 
Upper. Udnaa chaty. Hai",parinday,0
OO NADAAN PARINDAY GHAR AJAAA,parinday,0
"Parinday hon ya Apke baal, khulay hi ache lagte hyn &lt;3",parinday,0
Koi jawab do inhe,parinday,0
Graduate koi aur ho raha hei emotional mei ho rahi hoon ,parinday,0
"Waiting at the college gate for my father to pick me up and the gate walay chacha gave me his seat that has a cooler behind it and said "" thori der baith jao beta society ki hei relax ho jao"" 
Thandii hawaaa",parinday,0
Good for you! ,parinday,0
"Tum ho
Nadaan parinday ~ rockstar",parinday,0
still the best kissing scene in the show StrangerThings ,parinday,0
this ,parinday,0
"
Listen to the song: Khaabon Ke Parinday at on Wynk Music ",parinday,0
Acha na jab ap jese parinday bethay hoe hn gey to ni uraon ga ,parinday,0
"2 parinday hon to theek ha 
Love birds hn gey to mn ura du ga ",parinday,0
"Felt the same loneliness, thought the same thoughts about how im telling myself to come home but I don't know how to find home or my path to that home primarily because I don't know what home means. Nadaan parinday ghar aja..",parinday,0
omg gnna listen to nadaan parinday brb,parinday,0
Everyone talks about the masterpiece kun faya kun is (rightfully so) but Nadaan Parinday isn't talked about enough or how it's AR Rahman's paradox- how it heals you and breaks you at the same time. Or the way he sings the same line differently and you feel so many emotions.,parinday,0
"Zendaya &amp; Tom Holland 
years in the making, best friends-to-lovers! real and mature power couple, unlike those wannabes and love how they're not cringy ",parinday,0
hes pretty and he knows it ,parinday,0
Naadaan parinday ghar aaja ~ ,parinday,0
Waiting for them to attack on QRTs iss parinday ko uranay k liay poori foj Lashkar le k anay hi wli hogi ,parinday,0
scenery b shit hee hai door door tak jin paharon ko dekho uspe sabza hai hee nahi abadi hee abadi sab paharon pay haan ek koyal parinday ki koo koo buht awazaen hoti udar,parinday,0
"There were two Qs which asked every month one was ""ghar walay rishtay k liye nahi man rhay"" and ""boht kamzor hun"". And the go2 ans from the ""psychologist"" were ""khudkushi ki dhamki do"" and ""desi ghee main parinday paka k khao"" respectively. 2/2",parinday,0
Jahalat ki hud yeh hai key patta hi nahi Erdogan ney angrezi main turki likhna badal diya hai aur internationally ab kaisey likha jaata hai Sharif abhi tuk parinday Turkey ki tarah likh rahey hain,parinday,0
lums may urnay walay saray parinday pehlay apna student id card dikhayen shabash,parinday,0
"Aur ha...tumhaare dharm me uthay chutay kisi ko bhi Dev bana dete hai
Insan ko
Jaanwar ko
Pathar ko
Parinday ko
Hamare me aisa nahi hai
Sorf 1 ALLAH hai...bus...baat khatam",parinday,0
"Aik do kaat kr kisi cheez mein phansa kr "" bahir latka den ..parinday kha len ge""",parinday,0
"I so much in love with gardening that I can't express.
Mitti darakht.
Poday lagana.
Usko berhtay dekhna. 
Parinday ko sunna.

I feel one shud soent lots of time around garden like her.",parinday,0
O nadaan parinday ghar aaja (my ability to study),parinday,0
"Emaan aur Haya do asay parinday hai agar inmai sai aik ud jayai to dusra khud he ud hata hai.
 
 HazratAli.",parinday,0
mene aj 2 parinday khareed k azaad kiye meri to kisi ne video nai bnai ,parinday,0
Hmmmm KISI HARAMKHOR PARINDAY KA BAJRA HOGA,parinday,0
Ye parinday jis ke palay hoey hn sham ko ousi ke pas lot jaein ge or wo inko qaid se phir kisi or se pesay le ke rihaa kry ga,parinday,0
Ye wo muhafiz hai Jo kisan keat k bich me lagata hain takay parinday anaaj na kaiy,parinday,0
mimi k parinday b mimi ki trha dheet hn,parinday,0
"Oo nadaan parinday ghar aja .... Lines I recall by ur username 
Jiss din guitar le Liya seedha classes lenay ana ha mne ",parinday,0
In ko yaad gaar chok pr p.h.a.n.s.i. dalwani chaheay or l.a.s.h. latki rahy jisay parinday khain takeh ghadaroon ko ibrat ho.,parinday,0
Petrol ki tweet karo patwario. Hum ye qaid parinday nahi. Azaad hain aur ghairat mand hain.,parinday,0
"Lakho kay parinday rakhnay walo ko gareeb ke fikar kaisay ho sakte hai ??
Ajeeb bewakof log hain is mulk may",parinday,0
Mhangai par koi bayan nhe aya.ab parinday yad aa gay churail ko,parinday,0
Jaisay parinday ap k ghulam waisay he ap ameka k ghulam,parinday,0
Zaleel aurat ne masoom parinday tak qaid mein dalay huye hain ALLAH TUMKO.JAHANNUM MEIN QAID KRE ameen elahi ameen,parinday,0
Kich waqt humaray parinday ko bhi do na...,parinday,0
"wo waisay parinday ko bi par nai maarnay detay, naaray toh door ki baat.",parinday,0
Shelling toh phr shaid parinday urahay k liye kr rahay hain na,parinday,0
Baat Chand darakhatoun ki nae hae baat maturity ki hae. Baat insaniyat ki hai.. un Chand darakhatoun Mai parinday rehtay houngay. Gulehriyan rehti houngi.. Jo beghar hogaye..,parinday,0
Hamary ghar mai bohot sary parinday atay hai..... kasam sa yaara they are damn cute,parinday,0
Wohi baat howee b b. K parinda pinjray mai bund hai or chabi tumharay haath mai hai.. or bol rahi ho.. parinday Gohnslo mai hai,parinday,0
Jab Ghar ko parinday jaty Hain kia hm bhi tmhy yad aty Hain Bhaiya Ali Akbar as ,parinday,0
"Sharam se doob mrny ka maqaam Hy leader hamara MV stream kr rha, blky shyd uska wo pagal kehna hmry liay hi tha, jo hum nikamay parinday , blky par-katay parinday bny bethe hn... Koi himmat kro, parwaz dilao onchi views ko yr.... ",parinday,0
Parinday her city mein hain. Dhoondna parta hai ,parinday,0
"Sir jalsa logon say kertay hein kursion say nahi shaid maryam k kaan me kisi parinday ne kaha to us nay jalsa mansookh ker dia. Ab loog qeemay walay naan main naslain ghulam bananay k tareeqay ko rud ker rahay hein

 
MarchAgainstImportedGovt ",parinday,0
Yeh khe raha hai k penguin ur nai sakty parinday ho k b to wo dekhta hai bords are flying to wo pilot banta hai jahazon ka or un ko maar derta hai,parinday,0
Oo Nadaan parinday ghar aa jaa,parinday,0
Parinday uper se phenktay hain,parinday,0
Nadaan parinday Ghar Aja,parinday,0
is time parinday nhi hote ,parinday,0
Start tau ho gai hy na. Parinday shits tau nh kr rhy,parinday,0
"Chalain jaisay hawayain 
Badan badan
Urray jaisay parinday
Shaljum shaljum?
Jayain titliyaan jaisay
Balghum bulgham

Hey hey
Hey hey
Ha ha 
Hey hey?",parinday,0
"Na rakh kisi parinday sy wafa ki umeed ai iqbal
Jb par nikal aatay hai to apny b aashiyan bhool jatay h",parinday,0
"MarkElliotZuckerberg 
Facebook 
 Chrome , Facebook Instagram ,,,
 Scam ?
 ...",parinday,0
"O crow, my only request is that you may eat the flesh of my body, but do not eat my eyes, dont eat my eyes as i wish to see my lover one last time~ nadaan parinday",parinday,0
"Nikal laya hoon ek pinjray se ik parinda
Ab iss parinday ke Dil se pinjra Nikalna hai",parinday,0
Mosam k azad parinday hatho mein hai uss k,parinday,0
"Listen naadan parinday; y only mutuals? Q... y? We humans have also a heart. We r Muslims n sm wishes shd b fulfilled...

1. HAMD (WOHI KHUDA HAI) my fav!

2. Pretty woman; kal ho na ho

3. Deewana hai dekho; KKKG

P.s. Do recite Hamd; without any instrument",parinday,0
Parinday ghair siyasi ,parinday,0
Mai bas ab ek Parinday ki tarhn uske kandho par beth kar jeena cahati hun,parinday,0
"...
 North Bangal (India) , ...
 ... , 
Ye r my 1st and last Fav Hero",parinday,0
Moasami parinday kiya soch rahay hain? Parwaz ya anday bachay yahe dain gaay?,parinday,0
"Ab to mulk k parinday bhi k saath hai
 
 ",parinday,0
Yeh parinday sirf papers mai e atay.,parinday,0
"
 ...
 ...",parinday,0
",
. . 
 , 
..
 
...
 """" ",parinday,0
", 
 ,
 , ,",parinday,0
"Nikaal laaya hun ek pinjray se ik parinda 
Ab is parinday k dil se pinjra nikaalna hai ",parinday,0
"parinday kya hotay, mje sirf jaaz nazar atay yahan se",parinday,0
"Umoor e dunya mere haath men agar hotay

Parinday sheher men rakhta men log jungle men",parinday,0
"Asa logo ko bulkul nahi laina chya ya mosami parinday hain 
Ik ko chya k vo sirf un logo ko agay lain jin ki syasi training unho na ki hay",parinday,0
sir today nadan parinday ki lanka lag gai,parinday,0
"He should say No
Baad main yehi ""mosami parinday"" urh jatey hain :/",parinday,0
Maa chod deni chahiye is bhrwi ki kuttay ki bachi teri wajah sy kitne parinday aur janwar halak hogye knjr ki bachi,parinday,0
"Kya faida aap k YouTube channel ka jb aap he 2 month baad 10 marla ka ghr bhi na bna saken... 

Kuch seekhen uss parinday say.",parinday,0
